"算出基準日","都道府県名","市区町村名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付件数基準日","団体コード"
"2017/05/15","高知県","安芸郡奈半利町",3386,178,5.3,"2016/01/01","2017/05/15",393029
"2017/05/15","高知県","安芸郡田野町",2833,186,6.6,"2016/01/01","2017/05/15",393037
"2017/05/15","高知県","安芸郡安田町",2822,130,4.6,"2016/01/01","2017/05/15",393045
"2017/05/15","高知県","安芸郡北川村",1397,91,6.5,"2016/01/01","2017/05/15",393053
"2017/05/15","高知県","安芸郡馬路村",936,33,3.5,"2016/01/01","2017/05/15",393061
"2017/05/15","高知県","安芸郡芸西村",3881,153,3.9,"2016/01/01","2017/05/15",393070
"2017/05/15","高知県","長岡郡本山町",3598,237,6.6,"2016/01/01","2017/05/15",393410
"2017/05/15","高知県","長岡郡大豊町",4199,456,10.9,"2016/01/01","2017/05/15",393444
"2017/05/15","高知県","土佐郡土佐町",4084,280,6.9,"2016/01/01","2017/05/15",393631
"2017/05/15","高知県","土佐郡大川村",420,23,5.5,"2016/01/01","2017/05/15",393649
"2017/05/15","高知県","吾川郡いの町",24076,1616,6.7,"2016/01/01","2017/05/15",393860
"2017/05/15","高知県","吾川郡仁淀川町",5962,469,7.9,"2016/01/01","2017/05/15",393878
"2017/05/15","高知県","高岡郡中土佐町",7369,318,4.3,"2016/01/01","2017/05/15",394017
"2017/05/15","高知県","高岡郡佐川町",13427,749,5.6,"2016/01/01","2017/05/15",394025
"2017/05/15","高知県","高岡郡越知町",6011,327,5.4,"2016/01/01","2017/05/15",394033
"2017/05/15","高知県","高岡郡檮原町",3677,200,5.4,"2016/01/01","2017/05/15",394050
"2017/05/15","高知県","高岡郡日高村",5253,330,6.3,"2016/01/01","2017/05/15",394106
"2017/05/15","高知県","高岡郡津野町",6143,192,3.1,"2016/01/01","2017/05/15",394114
"2017/05/15","高知県","高岡郡四万十町",18128,729,4.0,"2016/01/01","2017/05/15",394122
"2017/05/15","高知県","幡多郡大月町",5527,339,6.1,"2016/01/01","2017/05/15",394246
"2017/05/15","高知県","幡多郡三原村",1672,75,4.5,"2016/01/01","2017/05/15",394271
"2017/05/15","高知県","幡多郡黒潮町",11875,545,4.6,"2016/01/01","2017/05/15",394289
"2017/05/15","福岡県","北九州市",971608,77969,8.0,"2016/01/01","2017/05/15",401005
"2017/05/15","福岡県","福岡市",1500955,131485,8.8,"2016/01/01","2017/05/15",401307
"2017/05/15","福岡県","大牟田市",119407,12763,10.7,"2016/01/01","2017/05/15",402028
"2017/05/15","福岡県","久留米市",306700,17255,5.6,"2016/01/01","2017/05/15",402036
"2017/05/15","福岡県","直方市",57807,3327,5.8,"2016/01/01","2017/05/15",402044
"2017/05/15","福岡県","飯塚市",130517,13192,10.1,"2016/01/01","2017/05/15",402052
"2017/05/15","福岡県","田川市",49451,3338,6.8,"2016/01/01","2017/05/15",402061
"2017/05/15","福岡県","柳川市",68683,3279,4.8,"2016/01/01","2017/05/15",402079
"2017/05/15","福岡県","八女市",66249,3452,5.2,"2016/01/01","2017/05/15",402109
"2017/05/15","福岡県","筑後市",49139,2708,5.5,"2016/01/01","2017/05/15",402117
"2017/05/15","福岡県","大川市",35714,1854,5.2,"2016/01/01","2017/05/15",402125
"2017/05/15","福岡県","行橋市",72767,5659,7.8,"2016/01/01","2017/05/15",402133
"2017/05/15","福岡県","豊前市",26591,1838,6.9,"2016/01/01","2017/05/15",402141
"2017/05/15","福岡県","中間市",43282,2849,6.6,"2016/01/01","2017/05/15",402150
"2017/05/15","福岡県","小郡市",59296,4343,7.3,"2016/01/01","2017/05/15",402168
"2017/05/15","福岡県","筑紫野市",102459,7055,6.9,"2016/01/01","2017/05/15",402176
"2017/05/15","福岡県","春日市",113026,8763,7.8,"2016/01/01","2017/05/15",402184
"2017/05/15","福岡県","大野城市",99666,7074,7.1,"2016/01/01","2017/05/15",402192
"2017/05/15","福岡県","宗像市",96700,8184,8.5,"2016/01/01","2017/05/15",402206
"2017/05/15","福岡県","太宰府市",71855,5542,7.7,"2016/01/01","2017/05/15",402214
"2017/05/15","福岡県","古賀市",58389,4207,7.2,"2016/01/01","2017/05/15",402231
"2017/05/15","福岡県","福津市",60263,5610,9.3,"2016/01/01","2017/05/15",402249
"2017/05/15","福岡県","うきは市",30941,1143,3.7,"2016/01/01","2017/05/15",402257
"2017/05/15","福岡県","宮若市",28861,1598,5.5,"2016/01/01","2017/05/15",402265
"2017/05/15","福岡県","嘉麻市",40555,2397,5.9,"2016/01/01","2017/05/15",402273
"2017/05/15","福岡県","朝倉市",55322,3463,6.3,"2016/01/01","2017/05/15",402281
"2017/05/15","福岡県","みやま市",39084,2009,5.1,"2016/01/01","2017/05/15",402290
"2017/05/15","福岡県","糸島市",100126,8986,9.0,"2016/01/01","2017/05/15",402303
"2017/05/15","福岡県","那珂川市",50235,3323,6.6,"2016/01/01","2017/05/15",402311
"2017/05/15","福岡県","糟屋郡宇美町",37557,2642,7.0,"2016/01/01","2017/05/15",403415
"2017/05/15","福岡県","糟屋郡篠栗町",31663,2234,7.1,"2016/01/01","2017/05/15",403423
"2017/05/15","福岡県","糟屋郡志免町",45565,3550,7.8,"2016/01/01","2017/05/15",403431
"2017/05/15","福岡県","糟屋郡須恵町",27667,2059,7.4,"2016/01/01","2017/05/15",403440
"2017/05/15","福岡県","糟屋郡新宮町",31139,3301,10.6,"2016/01/01","2017/05/15",403458
"2017/05/15","福岡県","糟屋郡久山町",8370,585,7.0,"2016/01/01","2017/05/15",403482
"2017/05/15","福岡県","糟屋郡粕屋町",45721,2785,6.1,"2016/01/01","2017/05/15",403491
"2017/05/15","福岡県","遠賀郡芦屋町",14429,1263,8.8,"2016/01/01","2017/05/15",403814
"2017/05/15","福岡県","遠賀郡水巻町",29148,2328,8.0,"2016/01/01","2017/05/15",403822
"2017/05/15","福岡県","遠賀郡岡垣町",32337,2820,8.7,"2016/01/01","2017/05/15",403831
"2017/05/15","福岡県","遠賀郡遠賀町",19439,1767,9.1,"2016/01/01","2017/05/15",403849
"2017/05/15","福岡県","鞍手郡小竹町",8158,580,7.1,"2016/01/01","2017/05/15",404012
"2017/05/15","福岡県","鞍手郡鞍手町",16667,1023,6.1,"2016/01/01","2017/05/15",404021
"2017/05/15","福岡県","嘉穂郡桂川町",13957,1096,7.9,"2016/01/01","2017/05/15",404217
"2017/05/15","福岡県","朝倉郡筑前町",29656,1671,5.6,"2016/01/01","2017/05/15",404471
"2017/05/15","福岡県","朝倉郡東峰村",2302,139,6.0,"2016/01/01","2017/05/15",404489
"2017/05/15","福岡県","三井郡大刀洗町",15533,819,5.3,"2016/01/01","2017/05/15",405035
"2017/05/15","福岡県","三潴郡大木町",14438,688,4.8,"2016/01/01","2017/05/15",405221
"2017/05/15","福岡県","八女郡広川町",19995,1149,5.7,"2016/01/01","2017/05/15",405442
"2017/05/15","福岡県","田川郡香春町",11624,876,7.5,"2016/01/01","2017/05/15",406015
"2017/05/15","福岡県","田川郡添田町",10539,894,8.5,"2016/01/01","2017/05/15",406023
"2017/05/15","福岡県","田川郡糸田町",9421,906,9.6,"2016/01/01","2017/05/15",406040
"2017/05/15","福岡県","田川郡川崎町",17825,935,5.2,"2016/01/01","2017/05/15",406058
"2017/05/15","福岡県","田川郡大任町",5377,382,7.1,"2016/01/01","2017/05/15",406082
"2017/05/15","福岡県","田川郡赤村",3281,203,6.2,"2016/01/01","2017/05/15",406091
"2017/05/15","福岡県","田川郡福智町",23841,1234,5.2,"2016/01/01","2017/05/15",406104
"2017/05/15","福岡県","京都郡苅田町",36307,2973,8.2,"2016/01/01","2017/05/15",406210
"2017/05/15","福岡県","京都郡みやこ町",20784,1391,6.7,"2016/01/01","2017/05/15",406252
"2017/05/15","福岡県","築上郡吉富町",6873,454,6.6,"2016/01/01","2017/05/15",406422
"2017/05/15","福岡県","築上郡上毛町",7862,498,6.3,"2016/01/01","2017/05/15",406465
"2017/05/15","福岡県","築上郡築上町",19325,1142,5.9,"2016/01/01","2017/05/15",406473
"2017/05/15","佐賀県","佐賀市",235523,18474,7.8,"2016/01/01","2017/05/15",412015
"2017/05/15","佐賀県","唐津市",126280,8469,6.7,"2016/01/01","2017/05/15",412023
"2017/05/15","佐賀県","鳥栖市",72266,5774,8.0,"2016/01/01","2017/05/15",412031
"2017/05/15","佐賀県","多久市",20187,1525,7.6,"2016/01/01","2017/05/15",412040
"2017/05/15","佐賀県","伊万里市",56339,3471,6.2,"2016/01/01","2017/05/15",412058
"2017/05/15","佐賀県","武雄市",49965,3203,6.4,"2016/01/01","2017/05/15",412066
"2017/05/15","佐賀県","鹿島市",30523,2434,8.0,"2016/01/01","2017/05/15",412074
"2017/05/15","佐賀県","小城市",45851,2939,6.4,"2016/01/01","2017/05/15",412082
"2017/05/15","佐賀県","嬉野市",27308,1523,5.6,"2016/01/01","2017/05/15",412091
"2017/05/15","佐賀県","神埼市",32253,2257,7.0,"2016/01/01","2017/05/15",412104
"2017/05/15","佐賀県","神埼郡吉野ヶ里町",16248,1216,7.5,"2016/01/01","2017/05/15",413275
"2017/05/15","佐賀県","三養基郡基山町",17490,1495,8.5,"2016/01/01","2017/05/15",413411
"2017/05/15","佐賀県","三養基郡上峰町",9516,653,6.9,"2016/01/01","2017/05/15",413453
"2017/05/15","佐賀県","三養基郡みやき町",25553,1915,7.5,"2016/01/01","2017/05/15",413461
"2017/05/15","佐賀県","東松浦郡玄海町",6039,277,4.6,"2016/01/01","2017/05/15",413879
"2017/05/15","佐賀県","西松浦郡有田町",20723,1312,6.3,"2016/01/01","2017/05/15",414018
"2017/05/15","佐賀県","杵島郡大町町",6936,543,7.8,"2016/01/01","2017/05/15",414239
"2017/05/15","佐賀県","杵島郡江北町",9740,563,5.8,"2016/01/01","2017/05/15",414247
"2017/05/15","佐賀県","杵島郡白石町",24365,952,3.9,"2016/01/01","2017/05/15",414255
"2017/05/15","佐賀県","藤津郡太良町",9352,428,4.6,"2016/01/01","2017/05/15",414417
"2017/05/15","長崎県","長崎市",435525,40308,9.3,"2016/01/01","2017/05/15",422011
"2017/05/15","長崎県","佐世保市",258466,24866,9.6,"2016/01/01","2017/05/15",422029
"2017/05/15","長崎県","島原市",46884,3503,7.5,"2016/01/01","2017/05/15",422037
"2017/05/15","長崎県","諫早市",140140,9615,6.9,"2016/01/01","2017/05/15",422045
"2017/05/15","長崎県","大村市",94760,9255,9.8,"2016/01/01","2017/05/15",422053
"2017/05/15","長崎県","平戸市",33216,1964,5.9,"2016/01/01","2017/05/15",422070
"2017/05/15","長崎県","松浦市",24048,2018,8.4,"2016/01/01","2017/05/15",422088
"2017/05/15","長崎県","対馬市",32523,2660,8.2,"2016/01/01","2017/05/15",422096
"2017/05/15","長崎県","壱岐市",27991,2847,10.2,"2016/01/01","2017/05/15",422100
"2017/05/15","長崎県","五島市",38956,3933,10.1,"2016/01/01","2017/05/15",422118
"2017/05/15","長崎県","西海市",29458,2298,7.8,"2016/01/01","2017/05/15",422126
"2017/05/15","長崎県","雲仙市",45686,2378,5.2,"2016/01/01","2017/05/15",422134
"2017/05/15","長崎県","南島原市",48773,2685,5.5,"2016/01/01","2017/05/15",422142
"2017/05/15","長崎県","西彼杵郡長与町",42653,3551,8.3,"2016/01/01","2017/05/15",423076
"2017/05/15","長崎県","西彼杵郡時津町",30143,2660,8.8,"2016/01/01","2017/05/15",423084
"2017/05/15","長崎県","東彼杵郡東彼杵町",8340,641,7.7,"2016/01/01","2017/05/15",423211
"2017/05/15","長崎県","東彼杵郡川棚町",14408,936,6.5,"2016/01/01","2017/05/15",423220
"2017/05/15","長崎県","東彼杵郡波佐見町",15127,841,5.6,"2016/01/01","2017/05/15",423238
"2017/05/15","長崎県","北松浦郡小値賀町",2622,127,4.8,"2016/01/01","2017/05/15",423831
"2017/05/15","長崎県","北松浦郡佐々町",13822,985,7.1,"2016/01/01","2017/05/15",423912
"2017/05/15","長崎県","南松浦郡新上五島町",20562,1018,5.0,"2016/01/01","2017/05/15",424111
"2017/05/15","熊本県","熊本市",735234,66311,9.0,"2016/01/01","2017/05/15",431001
"2017/05/15","熊本県","八代市",130572,10721,8.2,"2016/01/01","2017/05/15",432024
"2017/05/15","熊本県","人吉市",33963,3363,9.9,"2016/01/01","2017/05/15",432032
"2017/05/15","熊本県","荒尾市",54464,4301,7.9,"2016/01/01","2017/05/15",432041
"2017/05/15","熊本県","水俣市",25893,2589,10.0,"2016/01/01","2017/05/15",432059
"2017/05/15","熊本県","玉名市",67984,3993,5.9,"2016/01/01","2017/05/15",432067
"2017/05/15","熊本県","山鹿市",54118,4802,8.9,"2016/01/01","2017/05/15",432083
"2017/05/15","熊本県","菊池市",50048,3233,6.5,"2016/01/01","2017/05/15",432105
"2017/05/15","熊本県","宇土市",37997,2742,7.2,"2016/01/01","2017/05/15",432113
"2017/05/15","熊本県","上天草市",29108,2614,9.0,"2016/01/01","2017/05/15",432121
"2017/05/15","熊本県","宇城市",60899,4120,6.8,"2016/01/01","2017/05/15",432130
"2017/05/15","熊本県","阿蘇市",27618,2347,8.5,"2016/01/01","2017/05/15",432148
"2017/05/15","熊本県","天草市",85654,7328,8.6,"2016/01/01","2017/05/15",432156
"2017/05/15","熊本県","合志市",59702,4021,6.7,"2016/01/01","2017/05/15",432164
"2017/05/15","熊本県","下益城郡美里町",10826,701,6.5,"2016/01/01","2017/05/15",433489
"2017/05/15","熊本県","玉名郡玉東町",5463,338,6.2,"2016/01/01","2017/05/15",433641
"2017/05/15","熊本県","玉名郡南関町",10309,681,6.6,"2016/01/01","2017/05/15",433675
"2017/05/15","熊本県","玉名郡長洲町",16432,1483,9.0,"2016/01/01","2017/05/15",433683
"2017/05/15","熊本県","玉名郡和水町",10713,797,7.4,"2016/01/01","2017/05/15",433691
"2017/05/15","熊本県","菊池郡大津町",34086,2265,6.6,"2016/01/01","2017/05/15",434035
"2017/05/15","熊本県","菊池郡菊陽町",40513,3133,7.7,"2016/01/01","2017/05/15",434043
"2017/05/15","熊本県","阿蘇郡南小国町",4265,244,5.7,"2016/01/01","2017/05/15",434230
"2017/05/15","熊本県","阿蘇郡小国町",7540,690,9.2,"2016/01/01","2017/05/15",434248
"2017/05/15","熊本県","阿蘇郡産山村",1598,117,7.3,"2016/01/01","2017/05/15",434256
"2017/05/15","熊本県","阿蘇郡高森町",6784,462,6.8,"2016/01/01","2017/05/15",434281
"2017/05/15","熊本県","阿蘇郡西原村",7063,381,5.4,"2016/01/01","2017/05/15",434329
"2017/05/15","熊本県","阿蘇郡南阿蘇村",11693,652,5.6,"2016/01/01","2017/05/15",434337
"2017/05/15","熊本県","上益城郡御船町",17719,1317,7.4,"2016/01/01","2017/05/15",434418
"2017/05/15","熊本県","上益城郡嘉島町",9227,594,6.4,"2016/01/01","2017/05/15",434426
"2017/05/15","熊本県","上益城郡益城町",34581,2866,8.3,"2016/01/01","2017/05/15",434434
"2017/05/15","熊本県","上益城郡甲佐町",11120,611,5.5,"2016/01/01","2017/05/15",434442
"2017/05/15","熊本県","上益城郡山都町",16170,1168,7.2,"2016/01/01","2017/05/15",434477
"2017/05/15","熊本県","八代郡氷川町",12493,726,5.8,"2016/01/01","2017/05/15",434680
"2017/05/15","熊本県","葦北郡芦北町",18455,1495,8.1,"2016/01/01","2017/05/15",434825
"2017/05/15","熊本県","葦北郡津奈木町",4863,401,8.2,"2016/01/01","2017/05/15",434841
"2017/05/15","熊本県","球磨郡錦町",11160,744,6.7,"2016/01/01","2017/05/15",435015
"2017/05/15","熊本県","球磨郡多良木町",10165,876,8.6,"2016/01/01","2017/05/15",435058
"2017/05/15","熊本県","球磨郡湯前町",4163,317,7.6,"2016/01/01","2017/05/15",435066
"2017/05/15","熊本県","球磨郡水上村",2323,198,8.5,"2016/01/01","2017/05/15",435074
"2017/05/15","熊本県","球磨郡相良村",4705,380,8.1,"2016/01/01","2017/05/15",435104
"2017/05/15","熊本県","球磨郡五木村",1189,93,7.8,"2016/01/01","2017/05/15",435112
"2017/05/15","熊本県","球磨郡山江村",3634,356,9.8,"2016/01/01","2017/05/15",435121
"2017/05/15","熊本県","球磨郡球磨村",3981,271,6.8,"2016/01/01","2017/05/15",435139
"2017/05/15","熊本県","球磨郡あさぎり町",16124,1231,7.6,"2016/01/01","2017/05/15",435147
"2017/05/15","熊本県","天草郡苓北町",7732,425,5.5,"2016/01/01","2017/05/15",435317
"2017/05/15","大分県","大分市",479340,35082,7.3,"2016/01/01","2017/05/15",442011
"2017/05/15","大分県","別府市",120658,9986,8.3,"2016/01/01","2017/05/15",442020
"2017/05/15","大分県","中津市",85264,6152,7.2,"2016/01/01","2017/05/15",442038
"2017/05/15","大分県","日田市",68429,7828,11.4,"2016/01/01","2017/05/15",442046
"2017/05/15","大分県","佐伯市",75048,6016,8.0,"2016/01/01","2017/05/15",442054
"2017/05/15","大分県","臼杵市",40443,3337,8.3,"2016/01/01","2017/05/15",442062
"2017/05/15","大分県","津久見市",18906,1277,6.8,"2016/01/01","2017/05/15",442071
"2017/05/15","大分県","竹田市",23278,2203,9.5,"2016/01/01","2017/05/15",442089
"2017/05/15","大分県","豊後高田市",23342,2472,10.6,"2016/01/01","2017/05/15",442097
"2017/05/15","大分県","杵築市",30645,2532,8.3,"2016/01/01","2017/05/15",442101
"2017/05/15","大分県","宇佐市",58143,4317,7.4,"2016/01/01","2017/05/15",442119
"2017/05/15","大分県","豊後大野市",38078,3346,8.8,"2016/01/01","2017/05/15",442127
"2017/05/15","大分県","由布市",35349,2571,7.3,"2016/01/01","2017/05/15",442135
"2017/05/15","大分県","国東市",29785,2530,8.5,"2016/01/01","2017/05/15",442143
"2017/05/15","大分県","東国東郡姫島村",2202,868,39.4,"2016/01/01","2017/05/15",443221
"2017/05/15","大分県","速見郡日出町",28518,2164,7.6,"2016/01/01","2017/05/15",443417
"2017/05/15","大分県","玖珠郡九重町",10099,891,8.8,"2016/01/01","2017/05/15",444618
"2017/05/15","大分県","玖珠郡玖珠町",16434,1223,7.4,"2016/01/01","2017/05/15",444626
"2017/05/15","宮崎県","宮崎市",405681,45503,11.2,"2016/01/01","2017/05/15",452017
"2017/05/15","宮崎県","都城市",168448,32267,19.2,"2016/01/01","2017/05/15",452025
"2017/05/15","宮崎県","延岡市",127924,11705,9.1,"2016/01/01","2017/05/15",452033
"2017/05/15","宮崎県","日南市",55848,6434,11.5,"2016/01/01","2017/05/15",452041
"2017/05/15","宮崎県","小林市",47646,5561,11.7,"2016/01/01","2017/05/15",452050
"2017/05/15","宮崎県","日向市",63013,4142,6.6,"2016/01/01","2017/05/15",452068
"2017/05/15","宮崎県","串間市",19636,2943,15.0,"2016/01/01","2017/05/15",452076
"2017/05/15","宮崎県","西都市",31614,2905,9.2,"2016/01/01","2017/05/15",452084
"2017/05/15","宮崎県","えびの市",20637,1989,9.6,"2016/01/01","2017/05/15",452092
"2017/05/15","宮崎県","北諸県郡三股町",26012,1954,7.5,"2016/01/01","2017/05/15",453412
"2017/05/15","宮崎県","西諸県郡高原町",9855,648,6.6,"2016/01/01","2017/05/15",453617
"2017/05/15","宮崎県","東諸県郡国富町",20204,1671,8.3,"2016/01/01","2017/05/15",453820
"2017/05/15","宮崎県","東諸県郡綾町",7656,497,6.5,"2016/01/01","2017/05/15",453838
"2017/05/15","宮崎県","児湯郡高鍋町",21106,1692,8.0,"2016/01/01","2017/05/15",454010
"2017/05/15","宮崎県","児湯郡新富町",18096,1352,7.5,"2016/01/01","2017/05/15",454028
"2017/05/15","宮崎県","児湯郡西米良村",1208,97,8.0,"2016/01/01","2017/05/15",454036
"2017/05/15","宮崎県","児湯郡木城町",5420,382,7.0,"2016/01/01","2017/05/15",454044
"2017/05/15","宮崎県","児湯郡川南町",16379,1640,10.0,"2016/01/01","2017/05/15",454052
"2017/05/15","宮崎県","児湯郡都農町",10867,936,8.6,"2016/01/01","2017/05/15",454061
"2017/05/15","宮崎県","東臼杵郡門川町",18636,1118,6.0,"2016/01/01","2017/05/15",454214
"2017/05/15","宮崎県","東臼杵郡諸塚村",1864,87,4.7,"2016/01/01","2017/05/15",454290
"2017/05/15","宮崎県","東臼杵郡椎葉村",3001,158,5.3,"2016/01/01","2017/05/15",454303
"2017/05/15","宮崎県","東臼杵郡美郷町",5960,458,7.7,"2016/01/01","2017/05/15",454311
"2017/05/15","宮崎県","西臼杵郡高千穂町",12980,848,6.5,"2016/01/01","2017/05/15",454419
"2017/05/15","宮崎県","西臼杵郡日之影町",4223,205,4.9,"2016/01/01","2017/05/15",454427
"2017/05/15","宮崎県","西臼杵郡五ヶ瀬町",4164,215,5.2,"2016/01/01","2017/05/15",454435
"2017/05/15","鹿児島県","鹿児島市",607382,49855,8.2,"2016/01/01","2017/05/15",462012
"2017/05/15","鹿児島県","鹿屋市",104949,9399,9.0,"2016/01/01","2017/05/15",462039
"2017/05/15","鹿児島県","枕崎市",22620,1934,8.5,"2016/01/01","2017/05/15",462047
"2017/05/15","鹿児島県","阿久根市",21916,1917,8.7,"2016/01/01","2017/05/15",462063
"2017/05/15","鹿児島県","出水市",55003,4817,8.8,"2016/01/01","2017/05/15",462080
"2017/05/15","鹿児島県","指宿市",42849,3522,8.2,"2016/01/01","2017/05/15",462101
"2017/05/15","鹿児島県","西之表市",16185,2238,13.8,"2016/01/01","2017/05/15",462136
"2017/05/15","鹿児島県","垂水市",16007,1106,6.9,"2016/01/01","2017/05/15",462144
"2017/05/15","鹿児島県","薩摩川内市",97636,9486,9.7,"2016/01/01","2017/05/15",462152
"2017/05/15","鹿児島県","日置市",50230,4815,9.6,"2016/01/01","2017/05/15",462161
"2017/05/15","鹿児島県","曽於市",38418,2450,6.4,"2016/01/01","2017/05/15",462179
"2017/05/15","鹿児島県","霧島市",126966,10926,8.6,"2016/01/01","2017/05/15",462187
"2017/05/15","鹿児島県","いちき串木野市",29386,2345,8.0,"2016/01/01","2017/05/15",462195
"2017/05/15","鹿児島県","南さつま市",36022,2682,7.4,"2016/01/01","2017/05/15",462209
"2017/05/15","鹿児島県","志布志市",32727,1878,5.7,"2016/01/01","2017/05/15",462217
"2017/05/15","鹿児島県","奄美市",44721,4600,10.3,"2016/01/01","2017/05/15",462225
"2017/05/15","鹿児島県","南九州市",37294,2576,6.9,"2016/01/01","2017/05/15",462233
"2017/05/15","鹿児島県","伊佐市",27577,2423,8.8,"2016/01/01","2017/05/15",462241
"2017/05/15","鹿児島県","姶良市",76323,6298,8.3,"2016/01/01","2017/05/15",462250
"2017/05/15","鹿児島県","鹿児島郡三島村",388,30,7.7,"2016/01/01","2017/05/15",463035
"2017/05/15","鹿児島県","鹿児島郡十島村",684,46,6.7,"2016/01/01","2017/05/15",463043
"2017/05/15","鹿児島県","薩摩郡さつま町",22775,1621,7.1,"2016/01/01","2017/05/15",463922
"2017/05/15","鹿児島県","出水郡長島町",10924,815,7.5,"2016/01/01","2017/05/15",464040
"2017/05/15","鹿児島県","姶良郡湧水町",10061,723,7.2,"2016/01/01","2017/05/15",464520
"2017/05/15","鹿児島県","曽於郡大崎町",13879,740,5.3,"2016/01/01","2017/05/15",464686
"2017/05/15","鹿児島県","肝属郡東串良町",6902,368,5.3,"2016/01/01","2017/05/15",464821
"2017/05/15","鹿児島県","肝属郡錦江町",8227,389,4.7,"2016/01/01","2017/05/15",464902
"2017/05/15","鹿児島県","肝属郡南大隅町",7971,500,6.3,"2016/01/01","2017/05/15",464911
"2017/05/15","鹿児島県","肝属郡肝付町",16338,957,5.9,"2016/01/01","2017/05/15",464929
"2017/05/15","鹿児島県","熊毛郡中種子町",8373,692,8.3,"2016/01/01","2017/05/15",465011
"2017/05/15","鹿児島県","熊毛郡南種子町",5903,455,7.7,"2016/01/01","2017/05/15",465020
"2017/05/15","鹿児島県","熊毛郡屋久島町",13162,1196,9.1,"2016/01/01","2017/05/15",465054
"2017/05/15","鹿児島県","大島郡大和村",1592,150,9.4,"2016/01/01","2017/05/15",465232
"2017/05/15","鹿児島県","大島郡宇検村",1799,220,12.2,"2016/01/01","2017/05/15",465241
"2017/05/15","鹿児島県","大島郡瀬戸内町",9297,911,9.8,"2016/01/01","2017/05/15",465259
"2017/05/15","鹿児島県","大島郡龍郷町",6084,504,8.3,"2016/01/01","2017/05/15",465275
"2017/05/15","鹿児島県","大島郡喜界町",7481,701,9.4,"2016/01/01","2017/05/15",465291
"2017/05/15","鹿児島県","大島郡徳之島町",11465,827,7.2,"2016/01/01","2017/05/15",465305
"2017/05/15","鹿児島県","大島郡天城町",6315,447,7.1,"2016/01/01","2017/05/15",465313
"2017/05/15","鹿児島県","大島郡伊仙町",6961,405,5.8,"2016/01/01","2017/05/15",465321
"2017/05/15","鹿児島県","大島郡和泊町",6983,549,7.9,"2016/01/01","2017/05/15",465330
"2017/05/15","鹿児島県","大島郡知名町",6321,737,11.7,"2016/01/01","2017/05/15",465348
"2017/05/15","鹿児島県","大島郡与論町",5406,557,10.3,"2016/01/01","2017/05/15",465356
"2017/05/15","沖縄県","那覇市",324169,22517,6.9,"2016/01/01","2017/05/15",472018
"2017/05/15","沖縄県","宜野湾市",97509,5650,5.8,"2016/01/01","2017/05/15",472051
"2017/05/15","沖縄県","石垣市",49174,4305,8.8,"2016/01/01","2017/05/15",472077
"2017/05/15","沖縄県","浦添市",114165,6341,5.6,"2016/01/01","2017/05/15",472085
"2017/05/15","沖縄県","名護市",62227,3149,5.1,"2016/01/01","2017/05/15",472093
"2017/05/15","沖縄県","糸満市",60206,3646,6.1,"2016/01/01","2017/05/15",472107
"2017/05/15","沖縄県","沖縄市",140503,9476,6.7,"2016/01/01","2017/05/15",472115
"2017/05/15","沖縄県","豊見城市",62566,3623,5.8,"2016/01/01","2017/05/15",472123
"2017/05/15","沖縄県","うるま市",122099,8211,6.7,"2016/01/01","2017/05/15",472131
"2017/05/15","沖縄県","宮古島市",54519,3953,7.3,"2016/01/01","2017/05/15",472140
"2017/05/15","沖縄県","南城市",42836,4788,11.2,"2016/01/01","2017/05/15",472158
"2017/05/15","沖縄県","国頭郡国頭村",5006,365,7.3,"2016/01/01","2017/05/15",473014
"2017/05/15","沖縄県","国頭郡大宜味村",3157,123,3.9,"2016/01/01","2017/05/15",473022
"2017/05/15","沖縄県","国頭郡東村",1876,114,6.1,"2016/01/01","2017/05/15",473031
"2017/05/15","沖縄県","国頭郡今帰仁村",9611,377,3.9,"2016/01/01","2017/05/15",473065
"2017/05/15","沖縄県","国頭郡本部町",13590,679,5.0,"2016/01/01","2017/05/15",473081
"2017/05/15","沖縄県","国頭郡恩納村",10906,472,4.3,"2016/01/01","2017/05/15",473111
"2017/05/15","沖縄県","国頭郡宜野座村",5916,237,4.0,"2016/01/01","2017/05/15",473138
"2017/05/15","沖縄県","国頭郡金武町",11495,678,5.9,"2016/01/01","2017/05/15",473146
"2017/05/15","沖縄県","国頭郡伊江村",4700,430,9.1,"2016/01/01","2017/05/15",473154
"2017/05/15","沖縄県","中頭郡読谷村",41214,2177,5.3,"2016/01/01","2017/05/15",473243
"2017/05/15","沖縄県","中頭郡嘉手納町",13841,547,4.0,"2016/01/01","2017/05/15",473251
"2017/05/15","沖縄県","中頭郡北谷町",29093,1766,6.1,"2016/01/01","2017/05/15",473260
"2017/05/15","沖縄県","中頭郡北中城村",16897,899,5.3,"2016/01/01","2017/05/15",473278
"2017/05/15","沖縄県","中頭郡中城村",19725,938,4.8,"2016/01/01","2017/05/15",473286
"2017/05/15","沖縄県","中頭郡西原町",35318,1853,5.2,"2016/01/01","2017/05/15",473294
"2017/05/15","沖縄県","島尻郡与那原町",18906,1077,5.7,"2016/01/01","2017/05/15",473481
"2017/05/15","沖縄県","島尻郡南風原町",37342,1952,5.2,"2016/01/01","2017/05/15",473502
